Timestamp;PacketTransmit;PacketReceive;PacketLossCount;PacketLossRate;RTTMin;RTTAvg;RTTMax;RTTMdev
2024-05-11 00:58:21;10;10;0;0.0;41.039;44.851;50.012;2.841
2024-05-11 00:58:32;10;10;0;0.0;32.054;38.521;46.952;4.928
2024-05-11 00:58:42;10;10;0;0.0;28.442;44.114;82.583;17.748
2024-05-11 00:58:52;10;10;0;0.0;29.846;43.712;65.925;11.309
2024-05-11 00:59:02;10;10;0;0.0;34.636;43.684;65.055;9.27
2024-05-11 00:59:12;10;10;0;0.0;33.302;38.664;50.108;4.269
2024-05-11 00:59:22;10;10;0;0.0;31.977;43.19;57.941;8.278
2024-05-11 00:59:32;10;10;0;0.0;34.935;48.861;61.714;8.109
2024-05-11 00:59:42;10;10;0;0.0;37.916;50.275;63.863;6.928
2024-05-11 00:59:52;10;10;0;0.0;38.281;41.927;53.833;4.375
2024-05-11 01:00:03;10;10;0;0.0;38.368;50.677;91.398;14.044
2024-05-11 01:00:14;10;9;1;10.0;44.4;48.532;54.366;2.808
2024-05-11 01:00:24;10;10;0;0.0;43.489;48.637;61.109;5.312
